game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,minus_plus
63,2013-03-13,28-073,MIA,PHI,W (+4),37:14,8,19,.421,1,4,.250,10,12,.833,2,5,7,8,2,1,4,27,22.9,+7
64,2013-03-15,28-075,MIA,MIL,W (+13),38:14,12,24,.500,0,2,.000,4,5,.800,1,9,10,7,0,1,2,28,22.2,+5
65,2013-03-17,28-077,MIA,TOR,W (+17),33:50,6,12,.500,2,6,.333,8,11,.727,1,11,12,8,2,0,3,22,23.0,+10
66,2013-03-18,28-078,MIA,BOS,W (+2),42:15,16,29,.552,1,4,.250,4,6,.667,1,6,7,12,2,2,5,37,30.4,+13
67,2013-03-20,28-080,MIA,CLE,W (+3),42:19,8,22,.364,3,7,.429,6,8,.750,7,5,12,10,3,2,4,25,25.4,+1
68,2013-03-22,28-082,MIA,DET,W (+14),39:53,12,15,.800,1,1,1.000,4,6,.667,1,7,8,8,2,1,3,29,30.2,+14
69,2013-03-24,28-084,MIA,CHA,W (+32),34:10,11,14,.786,0,1,.000,10,11,.909,0,8,8,10,3,3,4,32,36.7,+22
70,2013-03-25,28-085,MIA,ORL,W (+14),38:45,9,16,.563,0,0,,6,10,.600,1,8,9,11,1,0,3,24,22.8,+25
71,2013-03-27,28-087,MIA,CHI,L (-4),39:56,11,17,.647,2,5,.400,8,11,.727,0,7,7,3,2,4,4,32,27.9,+2
72,2013-03-29,28-089,MIA,NOH,W (+19),32:13,13,20,.650,7,10,.700,3,5,.600,0,4,4,6,2,0,3,36,30.8,+19
73,2013-04-06,28-097,MIA,PHI,W (+19),29:42,12,17,.706,1,2,.500,2,2,1.000,0,4,4,5,1,0,1,27,24.2,+22
74,2013-04-09,28-100,MIA,MIL,W (+11),30:04,11,16,.688,0,1,.000,6,6,1.000,1,6,7,7,2,1,3,28,28.3,+21
75,2013-04-12,28-103,MIA,BOS,W (+8),28:51,8,10,.800,0,0,,4,4,1.000,1,5,6,9,0,0,1,20,23.3,+6
76,2013-04-14,28-105,MIA,CHI,W (+12),34:51,7,12,.583,1,1,1.000,9,12,.750,0,7,7,6,1,0,3,24,20.7,+8
1,2013-10-29,28-303,MIA,CHI,W (+12),38:01,5,11,.455,0,1,.000,7,9,.778,0,6,6,8,1,0,2,17,16.9,+8
2,2013-10-30,28-304,MIA,PHI,L (-4),36:38,9,17,.529,4,7,.571,3,4,.750,0,4,4,13,0,0,4,25,21.4,-8
3,2013-11-01,28-306,MIA,BRK,L (-1),42:14,11,19,.579,1,2,.500,3,5,.600,1,6,7,6,2,1,5,26,19.9,-3
4,2013-11-03,28-308,MIA,WAS,W (+10),34:41,9,14,.643,3,5,.600,4,5,.800,0,3,3,5,1,0,6,25,17.0,+16
5,2013-11-05,28-310,MIA,TOR,W (+9),36:01,13,20,.650,1,3,.333,8,8,1.000,2,6,8,8,0,1,1,35,33.9,+3
6,2013-11-07,28-312,MIA,LAC,W (+5),37:09,6,13,.462,1,3,.333,5,9,.556,0,5,5,6,1,0,4,18,10.8,-1
7,2013-11-09,28-314,MIA,BOS,L (-1),36:32,9,13,.692,0,0,,7,9,.778,1,7,8,10,0,0,5,25,23.1,+5
8,2013-11-12,28-317,MIA,MIL,W (+23),29:58,13,21,.619,4,7,.571,3,6,.500,0,3,3,2,0,0,3,33,21.6,+14
9,2013-11-15,28-320,MIA,DAL,W (+6),36:58,14,18,.778,1,1,1.000,10,11,.909,0,6,6,4,1,0,6,39,31.2,0
10,2013-11-16,28-321,MIA,CHA,W (+16),31:55,13,18,.722,0,0,,4,4,1.000,1,3,4,7,1,1,3,30,27.4,+7
11,2013-11-19,28-324,MIA,ATL,W (+16),30:42,6,13,.462,0,0,,1,3,.333,2,4,6,5,1,0,3,13,9.6,+14
12,2013-11-20,28-325,MIA,ORL,W (+28),29:05,5,11,.455,0,2,.000,11,11,1.000,1,5,6,7,1,1,4,21,20.1,+23
13,2013-11-23,28-328,MIA,ORL,W (+2),37:35,7,13,.538,3,6,.500,5,7,.714,0,9,9,7,3,0,3,22,22.5,+7
14,2013-11-25,28-330,MIA,PHO,W (+15),33:21,11,14,.786,2,4,.500,11,11,1.000,0,5,5,4,1,1,4,35,31.6,+1
15,2013-11-27,28-332,MIA,CLE,W (+11),37:06,9,19,.474,1,3,.333,9,11,.818,0,8,8,8,3,0,1,28,26.3,0
16,2013-11-29,28-334,MIA,TOR,W (+7),36:27,10,17,.588,3,5,.600,4,6,.667,1,5,6,3,1,1,3,27,20.5,+3
17,2013-12-01,28-336,MIA,CHA,W (+1),38:16,8,13,.615,1,3,.333,9,10,.900,0,5,5,4,1,1,3,26,22.7,-4
18,2013-12-03,28-338,MIA,DET,L (-10),36:58,8,15,.533,2,5,.400,5,8,.625,3,2,5,6,2,1,6,23,17.3,-6
19,2013-12-05,28-340,MIA,CHI,L (-20),33:18,7,17,.412,1,4,.250,6,8,.750,0,5,5,2,3,0,1,21,15.2,-21
20,2013-12-07,28-342,MIA,MIN,W (+21),30:34,9,12,.750,0,0,,3,5,.600,4,10,14,8,2,0,7,21,20.6,+9
21,2013-12-08,28-343,MIA,DET,W (+15),35:01,10,15,.667,0,2,.000,4,5,.800,1,6,7,9,2,0,6,24,21.1,+18
22,2013-12-10,28-345,MIA,IND,L (-6),38:32,6,16,.375,1,4,.250,4,6,.667,1,13,14,6,2,0,5,17,12.0,-2
23,2013-12-14,28-349,MIA,CLE,W (+7),40:37,9,12,.750,0,2,.000,7,10,.700,2,7,9,9,4,0,2,25,30.0,+6
24,2013-12-16,28-351,MIA,UTA,W (+23),33:49,13,17,.765,0,1,.000,4,5,.800,1,8,9,9,1,0,3,30,29.9,+24
25,2013-12-18,28-353,MIA,IND,W (+3),36:14,8,14,.571,1,3,.333,7,7,1.000,0,9,9,7,3,0,3,24,23.8,+16
26,2013-12-20,28-355,MIA,SAC,W (+19),30:40,8,11,.727,1,2,.500,1,2,.500,2,4,6,8,1,1,1,18,21.6,+14
27,2013-12-23,28-358,MIA,ATL,W (+2),45:38,16,28,.571,4,9,.444,2,6,.333,4,4,8,6,2,0,0,38,32.6,-4
28,2013-12-25,28-360,MIA,LAL,W (+6),35:48,7,14,.500,0,4,.000,5,9,.556,0,8,8,4,0,0,2,19,12.8,0
29,2013-12-27,28-362,MIA,SAC,L (-5),43:43,12,23,.522,4,9,.444,5,6,.833,0,8,8,8,0,0,2,33,26.1,-10
30,2013-12-30,29-000,MIA,DEN,W (+3),39:44,8,15,.533,5,9,.556,5,8,.625,1,5,6,10,0,1,4,26,23.4,+4
31,2014-01-02,29-003,MIA,GSW,L (-9),39:34,10,16,.625,1,4,.250,5,8,.625,0,5,5,5,0,1,8,26,15.3,-11
32,2014-01-04,29-005,MIA,ORL,W (+16),35:55,5,13,.385,0,1,.000,5,8,.625,1,7,8,8,1,0,3,15,12.7,+17
33,2014-01-05,29-006,MIA,TOR,W (+5),37:47,12,18,.667,0,0,,6,7,.857,1,3,4,5,1,0,1,30,26.5,+1
34,2014-01-07,29-008,MIA,NOP,W (+19),35:15,13,22,.591,3,6,.500,3,3,1.000,1,2,3,5,2,0,3,32,25.2,+19
35,2014-01-09,29-010,MIA,NYK,L (-10),41:25,12,17,.706,1,4,.250,7,11,.636,0,5,5,6,1,1,6,32,23.9,+1
36,2014-01-10,29-011,MIA,BRK,L (-9),49:22,12,21,.571,2,5,.400,10,12,.833,3,4,7,5,0,0,4,36,25.7,-1
37,2014-01-15,29-016,MIA,WAS,L (-17),41:04,8,18,.444,0,4,.000,9,10,.900,2,6,8,7,2,0,4,25,20.9,-15
38,2014-01-17,29-018,MIA,PHI,W (+15),36:31,7,13,.538,0,1,.000,7,8,.875,1,7,8,10,2,1,3,21,22.6,+17
39,2014-01-18,29-019,MIA,CHA,W (+8),44:52,13,25,.520,0,3,.000,8,10,.800,2,6,8,6,1,0,2,34,25.7,+15
40,2014-01-20,29-021,MIA,ATL,L (-7),38:43,11,21,.524,3,7,.429,5,8,.625,1,3,4,6,1,0,3,30,21.9,0
41,2014-01-21,29-022,MIA,BOS,W (+7),38:48,10,19,.526,0,4,.000,9,11,.818,1,7,8,4,2,0,3,29,23.1,+10
42,2014-01-23,29-024,MIA,LAL,W (+7),37:18,9,15,.600,2,4,.500,7,13,.538,2,11,13,6,1,0,5,27,22.2,+4
43,2014-01-26,29-027,MIA,SAS,W (+12),27:43,8,15,.533,1,3,.333,1,1,1.000,0,7,7,6,1,0,4,18,12.4,+22
44,2014-01-29,29-030,MIA,OKC,L (-17),42:10,12,20,.600,1,5,.200,9,9,1.000,1,2,3,3,0,0,3,34,24.8,-17
45,2014-02-01,29-033,MIA,NYK,W (+15),39:06,13,22,.591,1,3,.333,3,6,.500,1,7,8,7,6,0,2,30,29.1,+14
46,2014-02-03,29-035,MIA,DET,W (+6),38:19,9,19,.474,0,3,.000,6,8,.750,1,7,8,11,2,2,1,24,26.0,+6
47,2014-02-05,29-037,MIA,LAC,W (+4),40:47,11,20,.550,3,7,.429,6,8,.750,1,7,8,12,3,1,7,31,27.7,+3
48,2014-02-08,29-040,MIA,UTA,L (-5),39:21,4,13,.308,1,6,.167,4,6,.667,0,7,7,5,0,0,5,13,4.5,0
49,2014-02-11,29-043,MIA,PHO,W (+6),40:59,12,22,.545,2,5,.400,11,14,.786,1,8,9,3,5,0,4,37,30.6,+8
50,2014-02-12,29-044,MIA,GSW,W (+1),42:16,14,26,.538,4,8,.500,4,7,.571,1,12,13,9,2,0,2,36,32.4,-2
51,2014-02-18,29-050,MIA,DAL,W (+11),38:28,16,23,.696,4,8,.500,6,8,.750,2,7,9,6,2,0,3,42,37.4,+19
52,2014-02-20,29-052,MIA,OKC,W (+22),33:24,15,22,.682,1,5,.200,2,5,.400,1,6,7,3,4,0,8,33,22.6,+9
53,2014-02-27,29-059,MIA,NYK,W (+26),36:38,13,19,.684,1,2,.500,4,6,.667,0,4,4,4,0,0,1,31,25.1,+21
54,2014-03-01,29-061,MIA,ORL,W (+14),31:13,8,12,.667,0,2,.000,4,5,.800,1,8,9,7,4,0,2,20,24.0,+14
55,2014-03-03,29-063,MIA,CHA,W (+17),41:12,22,33,.667,8,10,.800,9,12,.750,3,4,7,4,0,0,2,61,48.8,+16
56,2014-03-04,29-064,MIA,HOU,L (-3),36:38,9,18,.500,0,3,.000,4,6,.667,1,0,1,6,3,0,1,22,18.7,-15
57,2014-03-06,29-066,MIA,SAS,L (-24),38:04,6,18,.333,0,3,.000,7,9,.778,3,5,8,7,2,0,5,19,11.5,-10
58,2014-03-09,29-069,MIA,CHI,L (-7),45:19,8,23,.348,1,3,.333,0,0,,1,8,9,8,3,1,4,17,12.1,+6
59,2014-03-10,29-070,MIA,WAS,W (+9),36:45,10,15,.667,3,4,.750,0,0,,2,5,7,8,3,0,3,23,23.8,+16
60,2014-03-12,29-072,MIA,BRK,L (-1),38:03,6,13,.462,1,4,.250,6,9,.667,0,5,5,7,3,0,5,19,15.1,+2
61,2014-03-14,29-074,MIA,DEN,L (-4),39:50,8,17,.471,0,4,.000,5,7,.714,0,6,6,6,1,0,4,21,13.3,-8
62,2014-03-16,29-076,MIA,HOU,W (+9),42:52,8,17,.471,1,3,.333,7,8,.875,0,5,5,6,2,0,5,24,16.4,+11
63,2014-03-18,29-078,MIA,CLE,W (+4),41:40,14,19,.737,6,8,.750,9,13,.692,0,6,6,4,2,3,0,43,42.0,+11
64,2014-03-21,29-081,MIA,MEM,W (+5),38:01,7,14,.500,0,2,.000,1,2,.500,1,5,6,7,2,1,3,15,14.4,+4
65,2014-03-22,29-082,MIA,NOP,L (-10),41:59,10,18,.556,2,4,.500,3,3,1.000,1,7,8,9,0,1,3,25,22.8,-6
66,2014-03-24,29-084,MIA,POR,W (+2),38:22,13,23,.565,0,1,.000,6,9,.667,4,2,6,5,4,0,5,32,25.0,+4
67,2014-03-26,29-086,MIA,IND,L (-1),43:24,11,19,.579,2,6,.333,14,15,.933,0,8,8,5,0,0,6,38,27.4,+2
68,2014-03-28,29-088,MIA,DET,W (+32),29:46,7,13,.538,1,3,.333,2,2,1.000,2,8,10,12,1,0,1,17,22.9,+32
69,2014-03-29,29-089,MIA,MIL,W (+21),30:03,5,10,.500,1,3,.333,2,4,.500,2,5,7,2,0,0,4,13,7.1,+19
70,2014-03-31,29-091,MIA,TOR,W (+10),38:53,11,20,.550,1,6,.167,9,11,.818,0,7,7,8,1,0,6,32,23.5,+22
71,2014-04-02,29-093,MIA,MIL,W (+19),29:21,7,12,.583,1,3,.333,2,5,.400,0,4,4,8,1,1,2,17,16.7,+18
72,2014-04-04,29-095,MIA,MIN,L (-1),47:57,12,24,.500,2,4,.500,8,10,.800,2,6,8,5,4,1,4,34,26.6,+7
73,2014-04-06,29-097,MIA,NYK,W (+11),42:47,13,22,.591,3,7,.429,9,12,.750,0,5,5,6,1,0,5,38,28.3,+2
74,2014-04-08,29-099,MIA,BRK,L (-1),37:08,9,16,.563,0,3,.000,11,14,.786,1,9,10,6,2,0,3,29,26.8,-2
75,2014-04-09,29-100,MIA,MEM,L (-5),41:22,14,23,.609,3,5,.600,6,7,.857,1,5,6,5,2,0,5,37,28.4,-8
76,2014-04-11,29-102,MIA,IND,W (+12),34:52,11,20,.550,2,4,.500,12,13,.923,1,5,6,1,1,1,2,36,28.2,+13
77,2014-04-12,29-103,MIA,ATL,L (-13),37:21,10,22,.455,3,7,.429,4,8,.500,3,5,8,5,0,1,3,27,18.0,-13
1,2014-10-30,29-304,CLE,NYK,L (-5),43:14,5,15,.333,1,5,.200,6,7,.857,0,5,5,4,0,0,8,17,3.2,-13
2,2014-10-31,29-305,CLE,CHI,W (+6),41:40,14,30,.467,1,3,.333,7,9,.778,1,7,8,5,4,1,3,36,27.4,-3
3,2014-11-04,29-309,CLE,POR,L (-19),34:56,4,12,.333,2,4,.500,1,1,1.000,1,6,7,7,1,0,3,11,8.8,-15
4,2014-11-05,29-310,CLE,UTA,L (-2),42:02,8,18,.444,3,5,.600,12,12,1.000,0,3,3,4,3,0,4,31,23.5,+3
5,2014-11-07,29-312,CLE,DEN,W (+9),39:38,8,18,.444,1,5,.200,5,6,.833,0,7,7,11,1,1,3,22,20.3,+14
6,2014-11-10,29-315,CLE,NOP,W (+7),40:26,9,17,.529,1,3,.333,13,17,.765,2,9,11,9,1,1,4,32,29.8,+15
7,2014-11-14,29-319,CLE,BOS,W (+1),40:51,16,27,.593,3,8,.375,6,9,.667,0,4,4,7,0,1,3,41,29.5,+10
8,2014-11-15,29-320,CLE,ATL,W (+33),28:54,13,20,.650,4,5,.800,2,4,.500,2,4,6,7,0,1,3,32,27.2,+14
9,2014-11-17,29-322,CLE,DEN,L (-9),40:34,8,18,.444,1,4,.250,5,7,.714,0,9,9,5,0,2,4,22,14.6,-13
10,2014-11-19,29-324,CLE,SAS,L (-2),34:06,6,17,.353,2,3,.667,1,1,1.000,3,3,6,9,1,1,5,15,10.3,-3
11,2014-11-21,29-326,CLE,WAS,L (-13),39:02,8,21,.381,2,7,.286,4,7,.571,3,1,4,4,1,1,3,22,13.2,-13
12,2014-11-22,29-327,CLE,TOR,L (-17),37:17,6,12,.500,1,4,.250,2,3,.667,0,1,1,10,1,1,5,15,11.8,-8
13,2014-11-24,29-329,CLE,ORL,W (+32),31:00,9,17,.529,2,4,.500,9,11,.818,1,3,4,11,3,0,1,29,31.2,+19
14,2014-11-26,29-331,CLE,WAS,W (+26),36:05,7,14,.500,1,5,.200,14,17,.824,1,9,10,8,3,0,4,29,27.6,+24
15,2014-11-29,29-334,CLE,IND,W (+12),31:44,9,18,.500,0,1,.000,1,2,.500,0,2,2,7,1,0,3,19,12.7,+14
16,2014-12-02,29-337,CLE,MIL,W (+3),41:05,6,15,.400,0,4,.000,14,21,.667,1,4,5,10,0,0,7,26,16.6,+15
17,2014-12-04,29-339,CLE,NYK,W (+3),39:31,7,17,.412,1,6,.167,4,7,.571,1,4,5,12,2,0,4,19,16.2,+12
18,2014-12-05,29-340,CLE,TOR,W (+14),42:27,9,18,.500,2,4,.500,4,6,.667,0,7,7,13,3,1,4,24,24.3,+11
19,2014-12-08,29-343,CLE,BRK,W (+22),33:54,8,17,.471,1,3,.333,1,2,.500,0,4,4,7,3,0,3,18,14.2,+20
20,2014-12-09,29-344,CLE,TOR,W (+4),41:53,12,21,.571,2,5,.400,9,9,1.000,1,1,2,4,2,2,2,35,29.9,+7
21,2014-12-12,29-347,CLE,NOP,L (-5),37:37,17,24,.708,2,2,1.000,5,8,.625,0,5,5,5,0,1,2,41,33.1,-3
22,2014-12-15,29-350,CLE,CHO,W (+9),40:18,11,19,.579,2,3,.667,3,4,.750,0,7,7,14,1,3,5,27,26.9,+16
23,2014-12-17,29-352,CLE,ATL,L (-29),29:02,8,16,.500,0,2,.000,5,7,.714,0,3,3,2,2,0,2,21,14.5,-18
24,2014-12-19,29-354,CLE,BRK,W (+4),39:56,7,18,.389,2,4,.500,6,8,.750,1,3,4,9,2,0,4,22,15.7,-5
25,2014-12-21,29-356,CLE,MEM,W (+14),37:33,9,15,.600,3,5,.600,4,6,.667,0,1,1,11,0,1,5,25,20.6,+8
26,2014-12-23,29-358,CLE,MIN,W (+21),34:38,8,16,.500,4,7,.571,4,5,.800,0,4,4,3,1,3,2,24,18.8,+22
27,2014-12-25,29-360,CLE,MIA,L (-10),40:02,9,16,.563,2,8,.250,10,18,.556,0,4,4,8,0,0,4,30,21.6,-9
28,2014-12-26,29-361,CLE,ORL,W (+9),36:56,10,20,.500,0,5,.000,9,11,.818,0,5,5,8,2,2,4,29,24.3,+7
29,2014-12-28,29-363,CLE,DET,L (-23),31:51,5,19,.263,2,6,.333,5,5,1.000,1,9,10,7,1,0,7,17,6.8,-17
30,2015-01-13,30-014,CLE,PHO,L (-7),36:41,11,18,.611,3,8,.375,8,13,.615,1,6,7,5,1,0,5,33,23.6,+4
31,2015-01-15,30-016,CLE,LAL,W (+7),38:02,12,23,.522,4,9,.444,8,13,.615,1,3,4,5,2,0,1,36,28.0,+15
32,2015-01-16,30-017,CLE,LAC,W (+5),42:29,11,23,.478,3,8,.375,7,12,.583,0,11,11,7,3,0,9,32,18.9,+8
33,2015-01-19,30-020,CLE,CHI,W (+14),36:16,12,23,.522,0,3,.000,2,3,.667,1,4,5,4,0,0,6,26,11.4,+16
34,2015-01-21,30-022,CLE,UTA,W (+14),35:45,8,16,.500,0,2,.000,10,14,.714,2,5,7,9,4,0,7,26,22.6,+14
35,2015-01-23,30-024,CLE,CHO,W (+39),26:37,9,15,.600,2,4,.500,5,6,.833,1,5,6,9,4,1,2,25,28.5,+31
36,2015-01-25,30-026,CLE,OKC,W (+10),38:35,11,25,.440,2,6,.333,10,13,.769,0,7,7,5,1,2,2,34,25.3,+5
37,2015-01-27,30-028,CLE,DET,W (+8),35:56,11,24,.458,0,4,.000,10,11,.909,0,6,6,7,1,0,4,32,21.7,0
38,2015-01-30,30-031,CLE,SAC,W (+11),33:04,7,16,.438,1,4,.250,4,6,.667,0,3,3,7,4,2,6,19,14.6,+13
39,2015-01-31,30-032,CLE,MIN,W (+16),39:45,14,25,.560,3,8,.375,5,8,.625,3,3,6,5,0,1,2,36,27.7,+25
40,2015-02-02,30-034,CLE,PHI,W (+13),35:51,6,17,.353,1,4,.250,5,6,.833,0,3,3,11,2,0,6,18,11.9,+19
41,2015-02-05,30-037,CLE,LAC,W (+11),27:47,8,14,.571,1,2,.500,6,7,.857,0,3,3,9,1,0,2,23,22.2,+28
42,2015-02-06,30-038,CLE,IND,L (-4),38:34,10,21,.476,0,4,.000,5,8,.625,0,6,6,5,2,1,7,25,12.9,-3
43,2015-02-08,30-040,CLE,LAL,W (+15),30:11,8,16,.500,2,7,.286,4,5,.800,2,8,10,8,1,0,6,22,17.2,+15
44,2015-02-11,30-043,CLE,MIA,W (+20),31:27,6,16,.375,0,4,.000,6,7,.857,0,9,9,7,1,0,5,18,11.6,+19
45,2015-02-12,30-044,CLE,CHI,L (-15),34:14,12,26,.462,2,9,.222,5,6,.833,0,5,5,4,0,0,8,31,12.3,-27
46,2015-02-20,30-052,CLE,WAS,W (+38),25:07,12,21,.571,3,5,.600,1,3,.333,0,5,5,6,1,0,2,28,20.8,+30
47,2015-02-22,30-054,CLE,NYK,W (+18),27:55,7,17,.412,1,6,.167,3,5,.600,0,7,7,7,2,0,4,18,12.3,+14
48,2015-02-24,30-056,CLE,DET,W (+9),39:03,6,14,.429,1,5,.200,6,10,.600,0,7,7,11,3,1,9,19,13.3,+27
49,2015-02-26,30-058,CLE,GSW,W (+11),36:12,15,25,.600,4,9,.444,8,11,.727,1,10,11,5,3,1,6,42,32.2,+9
50,2015-03-01,30-061,CLE,HOU,L (-2),42:06,15,35,.429,4,12,.333,3,11,.273,2,6,8,4,3,3,4,37,20.8,-8
51,2015-03-03,30-063,CLE,BOS,W (+31),25:35,12,23,.522,0,1,.000,3,3,1.000,1,2,3,5,3,1,1,27,23.2,+35
52,2015-03-04,30-064,CLE,TOR,W (+8),37:27,9,16,.563,3,6,.500,8,13,.615,1,5,6,14,0,0,3,29,27.6,+6
53,2015-03-06,30-066,CLE,ATL,L (-9),40:09,5,13,.385,1,4,.250,7,8,.875,1,5,6,8,2,1,9,18,10.8,-4
54,2015-03-07,30-067,CLE,PHO,W (+10),36:26,6,16,.375,2,5,.400,3,6,.500,0,6,6,8,1,0,4,17,10.2,+19
55,2015-03-10,30-070,CLE,DAL,W (+33),28:58,10,14,.714,4,6,.667,3,5,.600,0,7,7,8,1,1,2,27,26.6,+27
56,2015-03-12,30-072,CLE,SAS,W (+3),43:43,10,20,.500,3,6,.500,8,10,.800,0,5,5,7,2,1,3,31,25.5,+3
57,2015-03-15,30-075,CLE,ORL,W (+15),34:44,9,14,.643,0,3,.000,3,4,.750,1,7,8,13,3,1,1,21,27.8,+25
58,2015-03-16,30-076,CLE,MIA,L (-14),35:16,8,19,.421,4,8,.500,6,8,.750,1,1,2,4,0,0,4,26,14.1,-17
59,2015-03-18,30-078,CLE,BRK,W (+25),34:35,5,13,.385,2,4,.500,4,6,.667,1,2,3,7,1,0,2,16,12.9,+13
60,2015-03-20,30-080,CLE,IND,W (+3),39:18,13,26,.500,2,6,.333,1,2,.500,0,7,7,5,0,0,3,29,18.2,-7
61,2015-03-22,30-082,CLE,MIL,W (+18),39:28,10,17,.588,1,4,.250,7,7,1.000,2,8,10,6,5,1,5,28,28.4,+4
62,2015-03-25,30-085,CLE,MEM,W (+22),31:27,7,15,.467,3,5,.600,3,4,.750,0,8,8,5,0,0,1,20,16.0,+31
63,2015-03-27,30-087,CLE,BRK,L (-8),38:28,8,15,.533,2,5,.400,6,8,.750,0,5,5,9,5,1,3,24,24.8,-1
64,2015-03-29,30-089,CLE,PHI,W (+1),37:53,8,24,.333,1,4,.250,3,6,.500,2,9,11,6,0,1,5,20,9.2,-4
65,2015-04-02,30-093,CLE,MIA,W (+26),35:27,9,16,.563,1,2,.500,4,5,.800,1,7,8,7,1,3,3,23,21.6,+14
66,2015-04-05,30-096,CLE,CHI,W (+5),36:31,8,17,.471,1,3,.333,3,6,.500,2,8,10,12,3,1,3,20,21.4,+10
67,2015-04-08,30-099,CLE,MIL,W (+5),39:51,8,15,.533,2,5,.400,3,4,.750,2,7,9,8,1,1,2,21,21.3,0
68,2015-04-10,30-101,CLE,BOS,L (-9),26:05,5,14,.357,0,5,.000,4,9,.444,0,3,3,7,1,0,3,14,7.6,+1
69,2015-04-13,30-104,CLE,DET,W (+12),32:14,7,17,.412,3,4,.750,4,6,.667,3,7,10,11,2,1,1,21,24.7,+19
1,2015-10-27,30-301,CLE,CHI,L (-2),36:04,12,22,.545,1,5,.200,0,3,.000,0,10,10,5,1,0,1,25,18.5,+1
2,2015-10-28,30-302,CLE,MEM,W (+30),30:48,4,13,.308,0,3,.000,4,8,.500,1,6,7,5,3,0,3,12,8.5,+10
3,2015-10-30,30-304,CLE,MIA,W (+10),33:56,13,19,.684,0,2,.000,3,5,.600,2,3,5,4,1,0,4,29,21.0,+7
4,2015-11-02,30-307,CLE,PHI,W (+7),33:20,9,19,.474,0,3,.000,4,4,1.000,0,9,9,11,4,2,3,22,23.9,+21
5,2015-11-04,30-309,CLE,NYK,W (+10),35:04,9,23,.391,1,5,.200,4,7,.571,2,3,5,3,4,1,3,23,15.0,+14
6,2015-11-06,30-311,CLE,PHI,W (+6),36:20,12,22,.545,3,5,.600,4,6,.667,0,4,4,13,2,0,2,31,29.5,+24
7,2015-11-08,30-313,CLE,IND,W (+4),35:01,10,23,.435,0,3,.000,9,14,.643,0,6,6,4,0,0,2,29,17.5,+1
8,2015-11-10,30-315,CLE,UTA,W (+4),37:51,11,19,.579,1,3,.333,8,12,.667,3,4,7,8,2,0,5,31,25.6,+4
9,2015-11-13,30-318,CLE,NYK,W (+6),39:23,12,21,.571,0,2,.000,7,10,.700,0,3,3,6,2,1,3,31,23.1,+17
10,2015-11-14,30-319,CLE,MIL,L (-3),45:03,13,27,.481,5,11,.455,6,12,.500,4,8,12,5,1,3,7,37,24.5,-2
11,2015-11-17,30-322,CLE,DET,L (-5),39:48,11,21,.524,4,7,.571,4,5,.800,0,6,6,3,0,0,4,30,18.0,-6
12,2015-11-19,30-324,CLE,MIL,W (+15),34:59,9,13,.692,1,1,1.000,8,9,.889,3,6,9,6,0,0,4,27,24.0,+13
13,2015-11-21,30-326,CLE,ATL,W (+12),33:20,8,15,.533,1,2,.500,2,2,1.000,2,9,11,8,0,2,3,19,19.4,+17
14,2015-11-23,30-328,CLE,ORL,W (+14),34:58,7,14,.500,0,2,.000,1,5,.200,0,6,6,13,1,0,2,15,16.3,+29
15,2015-11-25,30-330,CLE,TOR,L (-4),39:46,6,16,.375,1,5,.200,11,12,.917,2,4,6,8,0,0,2,24,20.6,+13
16,2015-11-27,30-332,CLE,CHO,W (+5),38:13,8,20,.400,2,5,.400,7,9,.778,2,11,13,5,0,0,3,25,17.8,+1
17,2015-11-28,30-333,CLE,BRK,W (+2),35:43,10,22,.455,1,6,.167,5,6,.833,2,7,9,5,1,0,2,26,20.2,-1
18,2015-12-01,30-336,CLE,WAS,L (-12),37:23,8,20,.400,0,3,.000,8,8,1.000,4,9,13,4,1,1,9,24,13.0,-12
19,2015-12-04,30-339,CLE,NOP,L (-6),44:47,13,29,.448,1,5,.200,10,11,.909,2,5,7,8,1,1,5,37,25.1,-4
20,2015-12-08,30-343,CLE,POR,W (+5),40:20,14,24,.583,1,3,.333,4,4,1.000,1,9,10,3,2,3,2,33,28.2,+7
21,2015-12-11,30-346,CLE,ORL,W (+35),29:25,10,15,.667,0,1,.000,5,8,.625,0,3,3,8,4,0,4,25,23.8,+36
22,2015-12-15,30-350,CLE,BOS,W (+12),35:42,10,20,.500,0,3,.000,4,4,1.000,1,6,7,3,2,1,6,24,14.1,+17
23,2015-12-17,30-352,CLE,OKC,W (+4),39:37,12,27,.444,2,5,.400,7,8,.875,2,7,9,11,2,0,7,33,23.9,+5
24,2015-12-20,30-355,CLE,PHI,W (+22),25:19,10,17,.588,0,3,.000,3,4,.750,0,5,5,4,3,1,2,23,20.7,+33
25,2015-12-23,30-358,CLE,NYK,W (+7),37:43,9,22,.409,0,3,.000,6,7,.857,1,8,9,5,0,0,1,24,16.6,+7
26,2015-12-25,30-360,CLE,GSW,L (-6),38:33,10,26,.385,1,5,.200,4,9,.444,2,7,9,2,1,2,4,25,12.1,-9
27,2015-12-26,30-361,CLE,POR,L (-29),26:27,4,13,.308,0,3,.000,4,5,.800,0,4,4,5,0,0,3,12,5.0,-29
28,2015-12-28,30-363,CLE,PHO,W (+4),35:23,4,10,.400,1,5,.200,5,9,.556,0,4,4,7,2,1,2,14,12.6,+3
